title,description,publishedAt,videoId
Cecilia (Single Mix),"Provided to YouTube by Legacy Recordings

Cecilia (Single Mix) · Simon & Garfunkel

Greatest Hits

℗ Originally released 1970. All rights reserved by Columbia Records, a division of Sony Music Entertainment

Released on: 1972-06-14

Composer, Lyricist, Producer: Paul Simon
Producer: Arthur Garfunkel
Producer: Roy Halee

Auto-generated by YouTube.",2023-08-26T00:26:07Z,Ftgk_tkU-eY
Bridge Over Troubled Water,"Provided to YouTube by Legacy Recordings

Bridge Over Troubled Water · Simon & Garfunkel

Greatest Hits

℗ Originally released 1970. All rights reserved by Columbia Records, a division of Sony Music Entertainment

Released on: 1972-06-14

Guitar, Vocal, Composer, Lyricist, Producer: Paul Simon
Vocal, Producer: Art Garfunkel
Guitar: Fred Carter Jr.
Drums: Hal Blaine
Keyboards: Larry Knechtel
Bass: Joe Osborn
Arranger: Ernie Freeman
Engineer, Producer: Roy Halee
Recording  Engineer: Ted Brosnan

Auto-generated by YouTube.",2023-08-26T00:25:54Z,Ho1SPgmps3k
Scarborough Fair / Canticle,"Provided to YouTube by Legacy Recordings

Scarborough Fair / Canticle · Simon & Garfunkel

Greatest Hits

℗ Originally released 1966. All rights reserved by Columbia Records, a division of Sony Music Entertainment

Released on: 1972-06-14

Composer: Traditional
Producer: Bob Johnston
Arranger: Paul Simon
Arranger: Art Garfunkel

Auto-generated by YouTube.",2023-08-26T00:25:51Z,EF28rAhzD-8
The Sounds of Silence,"Provided to YouTube by Legacy Recordings

The Sounds of Silence · Simon & Garfunkel

Greatest Hits

℗ Originally released 1964. All rights reserved by Columbia Records, a division of Sony Music Entertainment

Released on: 1972-06-14

Composer, Lyricist: Paul Simon
Producer: Tom Wilson

Auto-generated by YouTube.",2023-08-26T00:25:46Z,91HkvzUiFhs
Mrs. Robinson (Single Mix),"Provided to YouTube by Legacy Recordings

Mrs. Robinson (Single Mix) · Simon & Garfunkel

Greatest Hits

℗ Originally released 1968. All rights reserved by Columbia Records, a division of Sony Music Entertainment

Released on: 1972-06-14

Composer, Lyricist: Paul Simon
Producer: Paul Simor
Producer: Arthur Garfunkel
Producer: Roy Halee

Auto-generated by YouTube.",2023-08-26T00:25:43Z,ma6ManVDCHA
Simon & Garfunkel - Sound Of Silence (1965),Simon & Garfunkel - Sounds Of Silence (1965),2023-08-26T00:22:28Z,nwP3vPQi0nI
California Dreamin',"Provided to YouTube by Universal Music Group

California Dreamin' · The Mamas & The Papas

If You Can Believe Your Eyes & Ears

℗ A Geffen Records Release; ℗ 1965 UMG Recordings, Inc.

Released on: 1966-01-01

Producer: Lou Adler
Studio  Personnel, Engineer: Bones Howe
Associated  Performer, Vocals: Denny Doherty
Associated  Performer, Vocals: Cass Elliot
Associated  Performer, Vocals, Guitar: John Phillips
Associated  Performer, Vocals: Michelle Phillips
Composer  Lyricist: John Phillips
Composer  Lyricist: Michelle Phillips

Auto-generated by YouTube.",2023-08-25T23:53:47Z,oU6uUEwZ8FM
California Dreamin' (Demo),"Provided to YouTube by Universal Music Group

California Dreamin' (Demo) · Carpenters

As Time Goes By

℗ 2001 A&M Records

Released on: 2001-08-01

Associated  Performer, Recording  Arranger, Keyboards, Conductor, Studio  Personnel, Mixer: Richard Carpenter
Associated  Performer, Vocalist: Karen Carpenter
Associated  Performer, Bass ( Vocal), Studio  Personnel, Engineer: Joe Osborn
Associated  Performer, Drums: Harvey Mason
Associated  Performer, Guitar: Tim May
Associated  Performer, Baritone  Saxophone: Jack Nimitz
Studio  Personnel, Engineer, Mixer: John Hendrickson
Composer  Lyricist: John Phillips
Composer  Lyricist: Michelle Phillips

Auto-generated by YouTube.",2023-08-25T23:53:17Z,ZOzI_YcJjdQ
Breaking Up Is Hard To Do,"Provided to YouTube by Universal Music Group

Breaking Up Is Hard To Do · Carpenters

A Kind Of Hush

℗ 1976 A&M Records

Released on: 1976-01-01

Producer, Associated  Performer, Recording  Arranger: Richard Carpenter
Producer, Associate  Producer: Karen Carpenter
Studio  Personnel, Engineer: Ray Gerhardt
Studio  Personnel, Asst.  Recording  Engineer: Dave Iveland
Composer  Lyricist: Neil Sedaka
Composer  Lyricist: Howard Greenfield

Auto-generated by YouTube.",2023-08-25T23:53:03Z,abH5cSyigmY
Ticket To Ride,"Provided to YouTube by Universal Music Group

Ticket To Ride · Carpenters · Royal Philharmonic Orchestra

Ticket To Ride / Yesterday Once More / Merry Christmas, Darling

℗ An A&M Records Release; ℗ 2018 UMG Recordings, Inc.

Released on: 2018-11-16

Producer: Jack Daugherty
Studio  Personnel, Engineer: Ray Gerhardt
Producer, Unknown, Other: Richard Carpenter
Producer, Associate  Producer: Nick Patrick
Studio  Personnel, Recording  Engineer: Haydn Bendall
Studio  Personnel, Recording  Engineer: Steve Genewick
Studio  Personnel, Recording  Engineer: Chandler Harold
Studio  Personnel, Mixer: Al Schmitt
Studio  Personnel, Mastering  Engineer: Bernie Grundman
Composer  Lyricist: John Lennon
Composer  Lyricist: Paul McCartney

Auto-generated by YouTube.",2023-08-25T23:52:50Z,IHG5LynoKgQ
Ticket To Ride,"Provided to YouTube by Universal Music Group

Ticket To Ride · Carpenters

Gold - Greatest Hits

℗ 1969 UMG Recordings, Inc.

Released on: 2000-01-01

Producer: Jack Daugherty
Associated  Performer, Recording  Arranger: Richard Carpenter
Studio  Personnel, Recording  Engineer: Ray Gerhardt
Composer  Lyricist: John Lennon
Composer  Lyricist: Paul McCartney

Auto-generated by YouTube.",2023-08-25T23:52:26Z,MP0pUU6BfIU
Top Of The World,"Provided to YouTube by Universal Music Group

Top Of The World · Carpenters

A Song For You

℗ 1972 A&M Records

Released on: 2005-09-27

Producer: Jack Daugherty
Associated  Performer, Recording  Arranger, Background  Vocalist, Wurlitzer  Electric  Piano: Richard Carpenter
Studio  Personnel, Recording  Engineer: Ray Gerhardt
Associated  Performer, Vocals, Background  Vocalist: Karen Carpenter
Associated  Performer, Bass  Guitar: Joe Osborn
Associated  Performer, Percussion: Hal Blaine
Associated  Performer, Guitar: Tony Peluso
Associated  Performer, Pedal  Steel: Buddy Emmons
Composer  Lyricist: John Bettis
Composer  Lyricist: Richard Carpenter

Auto-generated by YouTube.",2023-08-25T23:52:17Z,dTMPTC4Bo5M
We've Only Just Begun,"Provided to YouTube by Universal Music Group

We've Only Just Begun · Carpenters

Close To You

℗ 1970 A&M Records

Released on: 2005-09-27

Producer: Jack Daugherty
Associated  Performer, Recording  Arranger, Vocals, Keyboards: Richard Carpenter
Studio  Personnel, Recording  Engineer: Ray Gerhardt
Studio  Personnel, Recording  Engineer: Dick Bogert
Associated  Performer, Vocals, Drums: Karen Carpenter
Associated  Performer, Drums: Hal Blaine
Associated  Performer, Bass  Guitar: Joe Osborn
Associated  Performer, Bass  Guitar: Dan Woodhams
Associated  Performer, Woodwinds: Jim Horn
Associated  Performer, Woodwinds: Bob Messenger
Associated  Performer, Woodwinds: Doug Strawn
Composer  Lyricist: Roger Nichols
Composer  Lyricist: Paul Williams

Auto-generated by YouTube.",2023-08-25T23:52:05Z,pAYiSb9rens
Only Yesterday,"Provided to YouTube by Universal Music Group

Only Yesterday · Carpenters

Horizon

℗ 1975 A&M Records

Released on: 1975-06-06

Producer, Associated  Performer, Recording  Arranger: Richard Carpenter
Producer, Associate  Producer: Karen Carpenter
Studio  Personnel, Recording  Engineer: Roger Young
Composer  Lyricist: John Bettis
Composer  Lyricist: Richard Carpenter

Auto-generated by YouTube.",2023-08-25T23:51:52Z,_nq1pHY19VE
We've Only Just Begun,"Provided to YouTube by Universal Music Group

We've Only Just Begun · Carpenters

Singles 1969-1981

℗ 1970 A&M Records

Released on: 2000-01-01

Producer: Jack Daugherty
Associated  Performer, Recording  Arranger, Vocals, Keyboards: Richard Carpenter
Studio  Personnel, Recording  Engineer: Ray Gerhardt
Studio  Personnel, Recording  Engineer: Dick Bogert
Associated  Performer, Vocals, Drums: Karen Carpenter
Associated  Performer, Drums: Hal Blaine
Associated  Performer, Bass  Guitar: Joe Osborn
Associated  Performer, Bass  Guitar: Dan Woodhams
Associated  Performer, Woodwinds: Jim Horn
Associated  Performer, Woodwinds: Bob Messenger
Associated  Performer, Woodwinds: Doug Strawn
Composer  Lyricist: Roger Nichols
Composer  Lyricist: Paul Williams

Auto-generated by YouTube.",2023-08-25T23:51:41Z,uaqoQr-aCtQ
Top Of The World (Single Mix),"Provided to YouTube by Universal Music Group

Top Of The World (Single Mix) · Carpenters

The Singles 1969 - 1973

℗ 1972 A&M Records

Released on: 1973-11-09

Producer, Associated  Performer, Recording  Arranger: Richard Carpenter
Producer: Karen Carpenter
Producer: Jack Daugherty
Studio  Personnel, Recording  Engineer: Ray Gerhardt
Composer  Lyricist: John Bettis
Composer  Lyricist: Richard Carpenter

Auto-generated by YouTube.",2023-08-25T23:51:10Z,dewlH6HSDzk
Take on Me,"Provided to YouTube by Rhino

Take on Me · a-ha

Hunting High and Low

℗ 1985 Warner Records Inc.

Producer: Alan Tarney
Masterer: Bobby Hata
Mixer: John Ratcliff
Producer: Tony Mansfield
Mixer, Vocals: a-ha
Composer, Writer: Magne Furuholmen
Composer, Writer: Morten Harket
Composer, Writer: Paul Waaktaar-Savoy

Auto-generated by YouTube.",2023-08-25T23:46:36Z,HzdD8kbDzZA
LABOUM(라붐) - Journey to Atlantis(상상더하기) PIANO COVER,"LABOUM(라붐) - Journey to Atlantis(상상더하기) PIANO COVER

이번 곡은 라붐의 '상상더하기'입니다.
맑고 산뜻한 느낌의 분위기와 기분 좋아지는 멜로디가 인상깊은 곡이네요~
그럼 오늘도 편안한 감상 되시길 바랍니다.^^

상상더하기 악보
https://www.mapianist.com/sheet/58403

Journey to Atlantis SHEET MUSIC
https://www.mymusicsheet.com/hanppyeompiano/35314

Hope you enjoy!

#라붐 #상상더하기 #LABOUM #라붐_상상더하기

--------------------------------------------------------------------------------------
♥구독&좋아요&댓글은 큰 힘이 된답니다.^^
♥Subscribe & Like & Comment is a big cheer
♥訂閱，按贊，留言是個很大的鼓勵
♥チャンネル登錄&いいね&コメントは、大きな力になります。
--------------------------------------------------------------------------------------",2023-08-25T23:40:03Z,xcJ63-N86lk
Dynamite [Piano],"Provided to YouTube by Soundrop

Dynamite [Piano] · Flow Music

Kpop Piano 2

℗ 2022 Flow Music

Released on: 2022-12-09

Lyricist, Composer: David Stewart and Jessica Agombar

Auto-generated by YouTube.",2023-08-25T23:39:18Z,mLARbx-y5hY
Data & Picard,"A Pogo remix of Star Trek: The Next Generation. Details below.

Temba, his arms wide! In Tamarian this signifies the giving of a gift, first heard in the excellent episode Darmok. Data & Picard is my tribute to one of the greatest TV series of all time. It is an original track featuring the voices of Captain Picard (Patrick Stewart) and Commander Data (Brent Spiner), accompanied by a music video I shot entirely in my living room with a green screen and lights.

The track opens with the Klingon Victory Song, followed by a remix of Data singing Che Gelida Manina in the episode 'In Theory'. This episode was the first ever to be directed by Patrick Stewart and I didn't realize this until after the track was finished.

I sourced the Ben Nye makeup that was used to turn Spiner into Data, and a replica of the iconic Star Fleet uniform. Unfortunately I couldn't get the contact lenses in and I could only get the uniform in red, so I spent a huge amount of time changing the colour of my eyes and uniform in post.

The video was shot in Slog 4k ProRes HQ using a Sony A7SII and an Atomos Ninja Flame. Lights included 3x Arri 800w Tungstens, 2x Socanland LED banks to light the screen, and one 2000w Blonde to simulate sunlight. BIG thanks to the guys at HD Rentals in Perth for helping me out. http://www.hdrentals.tv/

Thanks to everybody for your amazing support!

Instagram: https://www.instagram.com/pogomix/
Spotify: https://open.spotify.com/artist/1ng3xz2dyz57Z1WpnzM2G7
Bandcamp: https://pogomix.bandcamp.com/
SoundCloud: https://soundcloud.com/pogomix
Twitter: https://twitter.com/OfficialPogo",2023-08-25T23:27:47Z,bl5TUw7sUBs
R.E.M. - It's The End Of The World As We Know It (And I Feel Fine),"REMASTERED IN HD!
Official Music Video for It's The End Of The World As We Know It (And I Feel Fine) performed by R.E.M. 

Follow R.E.M. 
Instagram: https://www.instagram.com/rem
Twitter: https://twitter.com/remhq
Facebook: https://www.facebook.com/REMhq
Website: https://remhq.com

Subscribe for more R.E.M.: http://bit.ly/subscribe-to-remhq

Listen to more R.E.M. 
Spotify: http://found.ee/REM-spotify-r-1
Apple Music: http://found.ee/REM-apple-r

#REM #ItsTheEndOfTheWorld #Remastered",2023-08-25T23:06:03Z,Z0GFRcFm-aY
I'm the One,"Provided to YouTube by Epic/We The Best

I'm the One · DJ Khaled · Justin Bieber · Quavo · Chance the Rapper · Lil Wayne

Grateful

℗ 2017 Epic Records, a division of Sony Music Entertainment

Released on: 2017-06-23

Associated  Performer: DJ Khaled feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne
Composer, Lyricist: Khaled Khaled
Composer, Lyricist: Jason Boyd
Producer: LetMeSeeYou
Composer, Lyricist: Quavious Marshall
Composer, Lyricist: Chancelor Bennett
Unknown: David ""DaviDior"" Park
Recording  Engineer: Juan ""Wize"" Peña
Composer, Lyricist: Dwayne Carter, Jr.
Recording  Engineer: Jeff Lane
Recording  Engineer: Manny Galvez
Recording  Engineer: Jeff Edwards
Composer, Lyricist: Nicholas Balding
Mixing  Engineer: Manny Marroquin
Assistant  Engineer: Chris Galland
Composer, Lyricist: David Park
Assistant  Engineer: Jeff Jackson
Composer, Lyricist: Bobby Brackins
Assistant  Engineer: Robin Florent
Mastering  Engineer: Chris Athens
Composer, Lyricist: Ray Jacobs

Auto-generated by YouTube.",2023-08-25T23:04:18Z,nqnbnv-pea4
I'm On One (Explicit),"Provided to YouTube by Universal Music Group

I'm On One (Explicit) · DJ Khaled · Drake · Rick Ross · Lil Wayne

We The Best Forever

℗ 2011 Cash Money Records Inc., Manufactured and Marketed by Universal Records, a Division of UMG Recordings, Inc.

Released on: 2011-01-01

Producer: T-Minus
Studio  Personnel, Recording  Engineer: Ben Diehl
Studio  Personnel, Recording  Engineer, Mixer: Noah ""40"" Shebib
Studio  Personnel, Recording  Engineer: Michael “BANGER” Cadahia
Studio  Personnel, Asst.  Recording  Engineer: Elizabeth Gallardo
Studio  Personnel, Asst.  Recording  Engineer, Assistant  Mixer: Noel Cadastre
Studio  Personnel, Sound  Editor: Lu Diaz
Studio  Personnel, Mastering  Engineer: Chris Athens
A& R: Joshua Berkman
Producer, Executive  Producer: Ronald ""Slim Tha Don"" Williams
Producer, Executive  Producer: Bryan ""Baby Birdman"" Williams
Producer, Executive  Producer: Dwayne ""The President"" Carter
Composer  Lyricist: K. Khaled
Composer  Lyricist: A. Graham
Composer  Lyricist: W. Roberts
Composer  Lyricist: D. Carter
Composer  Lyricist: Tyler Williams

Auto-generated by YouTube.",2023-08-25T22:58:14Z,liPfP4K6SCk
Sugar Ray -  Someday (Official Music Video),The Official Music Video of Someday by Sugar Ray,2023-08-25T22:57:39Z,NQSCKWfJlXs
We the Lion - Ganador del Concurso Found Love,"Nos alegra presentarles el video ganador del concurso ""Found Love"" en donde todos los alumnos que han participado pertenecen al Grado en Comunicación Audiovisual y al Grado en Periodismo de la Universidad Europea. El grupo está compuesto por alumnos de 1º y 2º año de carrera , y todos participan en el Laboratorio de Europea Televisión, que es una productora- televisión de la Universidad Europea. 

Los alumnos de este grupo provienen de distintas partes de España y de otros países del mundo, siendo un equipo multidisciplinar y multinacional. 

El rodaje se realizó en Madrid y alrededores, y contó con numerosas colaboraciones, además de realizar un gran trabajo de producción y localizaciones, grabación, edición y postproducción. 
Lo realizaron en tres semanas de trabajo desde la idea hasta el acabado final desde la Universidad Europea y los laboratorios de comunicación.

Los componentes del grupo ganador son los siguientes:

África Muñoz López (estudiante de 2º de Com. Audiovisual)
Adrián Rosado Olmedo (estudiante de 2º de Periodismo y Com. Audiovisual)
Laura Avilés Álvarez (estudiante de 2º de Periodismo y Com. Audiovisual)
Kaja Kupczyk (estudiante de 2º de Periodismo y Com. Audiovisual)
Francisco Viciana Delgado (estudiante de 1º de Com. Audiovisual)
Jorge López Díez (estudiante de 1º de Com. Audiovisual)
Marino Elorza Fernández  (estudiante de 1º de Com. Audiovisual)
Robin Bogdanovich (estudiante de 1º de Com. Audiovisual)
Hodei Ontoria Robles (estudiante de 1º de Periodismo y Com. Audiovisual)
Paola Galea Sierra Cantarrana (estudiante de 1º de Periodismo y Com. Audiovisual)
Beatriz del Pozo Diez (estudiante de 1º de Periodismo y Com. Audiovisual)
Paula Fernández Dios (estudiante de 1º de Periodismo)
Estefania Salvador (estudiante de 1º de Periodismo y Relaciones Internacionales)
Manuela Dorronsoro (estudiante de 1º de Periodismo y Relaciones Internacionales)
Jungyun Lee (estudiante de 1º de Periodismo)

Mil gracias a todos por este excelente trabajo !!",2023-08-25T22:15:11Z,ZYHIsYydsPY
Dexys Midnight Runners - Come On Eileen (Live Shaftesbury Theatre 1982),"If you have found this website I assume that you may already know something of Kevin Rowland and Dexys Midnight Runners but if you came here by mistake or if you have only recently converted to the new soul vision then here is a quick re-cap of the story so far....
It all began back in July 1978 when Kevin Rowland and Kevin Archer (later forced to change his name to Al after Rowland said ""there's only room for one Kevin in this band"") quit their second division Birmingham punk outfit, The Killjoys. While everyone else was busy starting the New Romantic movement Rowland and Archer looked to the 1960s soul icons for their inspiration and decided to form an eight piece soul band. The name came from the amphetamine of choice for the Northern Soul scene - dexedrine. Their image, fashioned by Rowland, was New York Italian docker chic ! Donkey jackets, woolly hats and polo neck jumpers. Very much like the early Robert De Niro film ""Mean Streets"" .The debut single ""Dance Stance"" (later re-named ""Burn It Down""), an attack on racism against the Irish, struggled into the UK charts at number 40. Trying to finance a band of eight was proving very difficult and it is alleged that Rowland instigated many shoplifting trips to supplement their income. The second single ""Geno"", a tribute to 60s soul singer Geno Washington, went to the top of the charts in 1980. Two months later the debut album ""Searching For The Young Soul Rebels"" was released to critical acclaim and commercial success. Although this was only after the band stole the master tapes in order to re-negotiate a better contract. In May 1980 they went on a 44 date tour - the ""Straight To The Heart"" tour and in August followed it up with the ""Intense Emotions Tour"". Another Top 10 single, ""There There My Dear"" followed but then the release of the blatantly uncommercial ""Keep It Pt2"" preceded the spilt of Dexys mark 1. Rowland complained about losing control of the band and the band complained about his excessive control !! In 1981 only Kevin Rowland and Big Jim Paterson remained from the original line up. Most of the others went to form The Bureau or The Blue Ox Babes. Rowland recruited a new team including Seb Shelton from mod band Secret Affair on drums. After one more single for EMI, the excellent ""Plan B"" the band moved to Phonogram and along with that came a new image. A uniform of boxing boots, anoraks with hoods and pony tails. Two singles, ""Show Me"" and ""Liars A To E"", continued their chart success and a highly acclaimed live show ""The Projected Passion Revue"" culminated at the Old Vic Theatre in London.
By 1982 though, another change of line up and image had taken place. Rowland's right hand man, Big Jim Paterson, had left and the Celtic Soul Brother incarnation was launched in Newcastle at the BBC In Concert gig. (Rowland now admits that the idea for a combination of brass and strings had been influenced by a tape that Al Archer, now of The Blue Ox Babes, had lent him). ""Come On Eileen"" became the biggest selling UK single of 1982 and a US number one in 1983. The album ""Too-Ry-Ay"" and subsequent tour ""The Bridge"" received rave reviews.
Dexys disappeared for 18 months to work on the next album ""Don't Stand Me down"". When they returned they were down to a four piece and several session musicians. Another uniform came with the new album, this time a smart neat college preppie look. Many think that this is Rowland's greatest work but he insisted that there would be no singles. The album sold poorly and out of desperation the record company released ""This Is What She's Like"" as a single. It didn't help and the band fell apart. Although another single ""Because Of You""(theme to Brush Strokes) briefly charted.
In 1988 Rowland returned as a soloist with the weak country pop album ""The Wanderer"". However, many agree that the production let it down and that the songs were reasonably good.
Kevin Rowland spent the following years battling against depression, bankruptcy and cocaine addiction. Although, in 1993 he joined up with Big Jim again but despite a couple of TV performances nothing was ever officially released. 
In 1996, Creation Records signed Kevin Rowland and ""My Beauty"", an idiosyncratic covers album, was released in 1999. It received mixed reviews but sold very poorly (allegedly less that 500 copies). Perhaps because of the new image that went with it - dresses and suspenders !
2001, found Kevin doing reading recitals - from ""The Look"" a book about fashion and music by Paul Gorman. Kevin supplied a few pages to the book and read excerpts as well as performing a couple of songs live to backing tapes.
That just about brings us up to date. Keep an eye on my latest news page for any other updates.
As Jon Wilde said once in the Dexys fanzine ""Keep On Running"" ...YOU'D HAVE TO BE A HALF-WIT TO BET AGAINST A MAN OF KEV'S CALIBRE PULLING OFF A HUGE COMEBACK.""",2023-08-21T00:51:59Z,Cs4_LZl1OIs
Only the Good Die Young,"Provided to YouTube by Columbia

Only the Good Die Young · Billy Joel

The Stranger

℗ 1977 Columbia Records, a division of Sony Music Entertainment

Released on: 1977-09-29

Acoustic  Guitar, Electric  Guitar, Guitar: Steve Kahn
Electric  Guitar: Hiram Bullock
Drums: Liberty DeVitto
Clarinet, Flute, Organ, Soprano  Saxophone, Tenor  Saxophone: Richie Cannata
Bass: Doug Stegmeyer
Engineer, Producer: Phil Ramone
Engineer: Jim Boyer

Auto-generated by YouTube.",2023-08-14T00:29:53Z,ZQ_m236f_eM
Just the Way You Are,"Provided to YouTube by Columbia

Just the Way You Are · Billy Joel

The Stranger

℗ 1977 Columbia Records, a division of Sony Music Entertainment

Released on: 1977-09-29

Acoustic  Guitar, Electric  Guitar, Guitar: Steve Kahn
Acoustic  Guitar: Hugh McCracken
Acoustic  Guitar: Steve Burgh
Electric  Guitar: Hiram Bullock
Percussion: Ralph MacDonald
Drums: Liberty DeVitto
Clarinet, Flute, Organ, Soprano  Saxophone, Tenor  Saxophone: Richie Cannata
Bass: Doug Stegmeyer
Alto  Saxophone: Phil Woods
Engineer, Producer: Phil Ramone
Engineer: Jim Boyer

Auto-generated by YouTube.",2023-08-14T00:26:20Z,dBqyX0UUzVQ
Perpetuum Mobile,Penguin Cafe Orchestra - BBC Broadcast '89,2023-06-24T03:18:06Z,FvbCV6E0Wro
BIG Naughty (서동현) - 정이라고 하자 (Feat.10CM) (Official Live Clip),"▶ Download/Streaming :smarturl.it/BIGNaughtyBeyondLove

More Information Here:
@H1GHR MUSIC RECORDS
Instagram: https://www.instagram.com/h1ghrmusic 
Facebook: https://www.facebook.com/H1GHRMUSICOFFICIAL 
Twitter: https://twitter.com/H1GHRMUSIC 

@BIG Naughty
Instagram: https://www.instagram.com/bignaughtyboi/

#BIGNaughty #서동현 #정이라고하자
#10CM #십센치 #권정열 #TOIL #토일
#빅나티 #BeyondLove
#H1GHRMUSIC #하이어뮤직",2023-04-03T17:55:15Z,DYrY1E4-9NI
Do You,"The sounds and voices of Brooklyn made into a song.
Spotify: https://open.spotify.com/artist/1ng3xz2dyz57Z1WpnzM2G7
Bandcamp: https://pogomix.bandcamp.com/
SoundCloud: https://soundcloud.com/pogomix
Twitter: https://twitter.com/OfficialPogo
Contact: http://www.pogomix.net/contact",2023-01-16T01:04:39Z,9yqROg79mFY
Joe Hisaishi - Summer,"Official music video by Joe Hisaishi 
►LINK: https://deccagold.lnk.to/DreamSongs
►Spotify: https://deccagold.lnk.to/ThisIsHisaishi
►AppleMusic:
Minimalism　https://music.apple.com/gb/playlist/minimalism/pl.bb5b85902ebe413cbea8d168213739d8
Classical Commute　https://music.apple.com/gb/playlist/classical-commute/pl.e7ccc54fd62c4a0b9f6023d72f5b065a
Classical Edge　https://music.apple.com/gb/playlist/classical-edge/pl.5a4f127f4ba54a7d82d15df510587aff",2023-01-16T00:57:45Z,l0GN40EL1VU
The Cranberries - Dreams (Dir: Peter Scammell) (Official Music Video),"Official Music Video for Dreams by The Cranberries.

Listen to The Cranberries here - https://TheCranberries.lnk.to/Stream

Listen to Everybody Else Is Doing It, So Why Can’t We? in ATMOS - https://thecranberries.lnk.to/WhyCantWeATMOS

Discover more about The Cranberries:
Facebook - https://TheCranberries.lnk.to/Facebook
Twitter - https://TheCranberries.lnk.to/Twitter
Instagram - https://TheCranberries.lnk.to/Instagram
Website - https://TheCranberries.lnk.to/Website

Sign up for the email list - https://TheCranberries.lnk.to/Email

More videos from The Cranberries - https://TheCranberries.lnk.to/YouTube 

#EverybodyElseIsDoingItSoWhyCantWe #TheCranberries",2022-11-05T01:53:51Z,Yam5uK6e-bQ
Fleetwood Mac - Everywhere (Live) (Official Video) [HD],"The official live performance of Fleetwood Mac - ""Everywhere"" live at Warner Bros. Studios in Burbank, CA in May 1997 -  newly remastered in HD to celebrate the 25th anniversary of the band's Billboard #1 live album 'The Dance'. Original song from the 1987 album 'Tango In The Night.' Fleetwood Mac’s 50 Years – Don’t Stop is available to order now. Get your copy here https://lnk.to/FM50.

Subscribe to the channel! https://bit.ly/SubcribetoFleetwoodMac

Watch all the Fleetwood Mac videos https://bit.ly/FleetwoodMacVideos

Stay in touch with Fleetwood Mac...

Official Website https://www.fleetwoodmac.com 
Facebook https://www.facebook.com/FleetwoodMac
Twitter https://twitter.com/fleetwoodmac 

---------------------------------------------------------------------------------------------------------------------------------------------------------------------------

Welcome to Fleetwood Mac’s official YouTube channel. Check back for news, music videos, live performances, playlists, archival footage, and more.",2022-11-01T02:16:32Z,HB9Y2LHIT24
Fleetwood Mac - Everywhere  (1987),"Fleetwood Mac - Everywhere
Label:  WEA 1987
Written:  Christine McVie
Producer:  Lindsey Buckingham, Richard Dashut",2022-11-01T02:10:39Z,MmyDosjjP5U
"Dexys Midnight Runners, Kevin Rowland - Come On Eileen (1982 Version)","Music video by Dexys Midnight Runners, Kevin Rowland performing Come On Eileen (1982 Version). © 1982 Mercury Records Limited

http://vevo.ly/jFYmoR",2022-10-31T23:19:21Z,6BODDyZRF6A
Deleted video,This video is unavailable.,2022-10-14T00:06:53Z,JboPVwyhumI
Alan Walker - Faded (Piano Arrangement by Danny Rayel),"Hello Everyone, This is my piano arrangement of Alan Walker's - Faded.

Sheet music available:  http://bit.ly/2UTJ7IE

Stream / Download: https://lnk.to/AW-DW-Album

Listen to the original: https://www.youtube.com/watch?v=60ItHLz5WEA

Follow Danny Rayel: 

Buy my music:

Bandcamp: https://dannyrayel.bandcamp.com 
Sellfy: https://sellfy.com/DannyRayel 

Facebook: https://Facebook.com/DannyRayel
Youtube: https://youtube.com/DannyRayel
Twitter: https://Twitter.com/DannyRayel
Soundcloud for DJ mixes: https://Soundcloud.com/Danny-Rayel 

Spotify: http://sptfy.com/15K9

Piano Arrangements channel: https://www.youtube.com/user/TheLivedjdaniel

Follow Alan Walker:

Facebook: http://bit.ly/AlanWalker_Facebook
Instagram: http://bit.ly/AlanWalker_Instagram
Twitter: http://bit.ly/AlanWalker_Twitter",2022-06-27T01:59:07Z,aN9UBpK84SA
OMFG - Hello (Piano Arrangement by Danny Rayel),"Hello Everyone, This is my piano arrangement of OMFG - Hello, What a crazy nice song :)

Sheet Music available : https://sellfy.com/p/ZFyV/

Note : This website includes also my own compositions .

Follow my new youtube channel and my social media :

New main channel : https://youtube.com/DannyRayel

- Facebook : https://Facebook.com/DannyRayel
- Twitter : https://Twitter.com/DannyRayel
- Soundcloud for DJ mixes : https://Soundcloud.com/Danny-Rayel

Have nice day everyone :)",2022-06-27T01:55:19Z,BCgsjcsLyuU
Sweet Child O' Mine - Guns N' Roses - FUNK Cover featuring Mario Jose!!,"Patreon: http://modal.scarypocketsfunk.com/patreon
Store: https://www.scarypocketsfunk.com
Listen on Spotify: http://modal.scarypocketsfunk.com/spotify

Tip Jar: http://modal.scarypocketsfunk.com/tips
Instagram: http://modal.scarypocketsfunk.com/instagram
Facebook: http://modal.scarypocketsfunk.com/facebook
Discord: http://modal.scarypocketsfunk.com/discord
Subscribe: http://modal.scarypocketsfunk.com/subscribe

A funk cover of Sweet Child O' Mine from Scary Pockets. 

Musicians
Bass: Sam Wilkes
Drums: Tamir Barzilay
Guitar: Ryan Lerman
Keys: Jack Conte
Trumpet: CJ Camerieri 
Alto Sax: Hideaki Aomori
Recording Engineer: Caleb Parker

Mixer: Caleb Parker
Video: Ricky Chavez 

#GunsNRoses",2022-06-27T01:49:50Z,cl7a9YztLN4
